DATAFLOW,LAST UPDATE,freq,waste,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2010,56.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2011,57.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2012,55.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2013,54.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2014,55.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2015,55.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2016,56.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2017,54.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2018,52.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2019,53.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,NO,2020,52.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2009,36.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2010,38.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2011,41.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2012,41.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2013,36.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2014,55.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2015,57.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2016,58,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2017,56.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2018,58.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PL,2019,55.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2009,59.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2010,55.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2011,58.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2012,56.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2013,61.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2014,61,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2015,57.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2016,60.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2017,55.3,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2018,57.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2019,62.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,PT,2020,59.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2009,40.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2010,43.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2011,50,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2012,56.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2013,52.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2014,54.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2015,55.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2016,60.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2017,60.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2018,57.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2019,44.6,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,RO,2020,39.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2009,58.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2010,69.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2011,71.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2012,69.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2013,71.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2014,70.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2015,71.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2016,68.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2017,71.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2018,65,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2019,63.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SE,2020,60.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2009,49.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2010,61,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2011,63.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2012,66.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2013,69,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2014,70.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2015,67,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2016,69.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2017,70.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2018,68,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2019,67.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SI,2020,67.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2009,59.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2010,45.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2011,62.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2012,68.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2013,65.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2014,65.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2015,64.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2016,65.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2017,65.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2018,66.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2019,67.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,SK,2020,70.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2009,61.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2010,60.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2011,60.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2012,61.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2013,64.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2014,59.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2015,60.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2016,64.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2017,63.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W1501,RT,UK,2018,62.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2009,84.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2010,84.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2011,84.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2012,84.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2013,84.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2014,84.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2015,84.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2016,84.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2017,83.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2018,84.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2019,84.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,AT,2020,80,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2009,88,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2010,89.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2011,90.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2012,89.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2013,89.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2014,90.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2015,90.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2016,89.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2017,92.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2018,95.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2019,92.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BE,2020,89.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2009,67.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2010,81.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2011,98.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2012,94.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2013,88.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2014,70.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2015,78.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2016,80.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2017,79.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2018,63.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,BG,2019,93.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2009,78.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2010,83.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2011,88.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2012,88.9,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2013,97.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2014,96.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2015,96.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2016,99.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2017,93.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2018,97.9,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2019,99.5,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CY,2020,82.9,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2009,93.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2010,93.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2011,90.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2012,85.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2013,87.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2014,88.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2015,90.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2016,93.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2017,90.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2018,85.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2019,88.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,CZ,2020,87.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2009,91.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2010,90.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2011,88,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2012,87.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2013,88.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2014,87.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2015,85.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2016,88.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2017,87.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2018,86.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2019,80.6,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DE,2020,84.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2009,93.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2010,93.5,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2011,63.8,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2012,76.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2013,85.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2014,91.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2015,95.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2016,97.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2017,81.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2018,99.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2019,99.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,DK,2020,69.3,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2009,69.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2010,82.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2011,79.1,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2012,77.2,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2013,75.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2014,74.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2015,76.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2016,79,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2017,76.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2018,86.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2019,85.9,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EE,2020,93.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2009,83,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2010,94.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2011,91.9,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2012,83.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2013,79.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2014,79.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2015,89.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2016,98.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2017,99.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2018,91.5,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EL,2019,84.6,e
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2009,76.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2010,76.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2011,76.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2012,77.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2013,75,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2014,78.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2015,76.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2016,79.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2017,74.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2018,72.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2019,72.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,ES,2020,71.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2009,83.3,s
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2010,83.8,s
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2011,82.7,s
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2012,83.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2013,84,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2014,84.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2015,83.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2016,85.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2017,85.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2018,84.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2019,82.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,EU27_2020,2020,81.5,s
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2009,94.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2010,96.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2011,96.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2012,99.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2013,97.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2014,101.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2015,111.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2016,114.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2017,116.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2018,116,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2019,115.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FI,2020,123.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2009,85.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2010,91.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2011,88,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2012,91.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2013,95.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2014,94.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2015,92,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2016,93.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2017,98.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2018,92.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2019,91.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,FR,2020,82.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2012,96.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2013,88.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2014,76.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2015,89.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2016,82.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2017,83.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2018,93.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2019,74.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HR,2020,90.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2009,94,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2010,94.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2011,94,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2012,73,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2013,78.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2014,66.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2015,75.8,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2016,77,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2017,74.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2018,67.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2019,70.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,HU,2020,79.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2009,81.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2010,84,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2011,91.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2012,83,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2013,79.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2014,79.4,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2015,79.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2016,79.2,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2017,78.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2018,79.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2019,78.5,b
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IE,2020,78.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2010,65.3,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2011,76.5,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2012,62.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2013,71.6,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2014,76,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2015,83.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2016,83.1,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2017,83.7,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2018,92.9,
ESTAT:TEN00063(1.0),21/03/23 23:00:00,A,W150101,RT,IS,2019,87.2,
