waste,unit,geo,time_period,obs_value
Glass,RT,AT,2015,85.6
Glass,RT,AT,2016,85.2
Glass,RT,AT,2017,84.1
Glass,RT,AT,2018,83.9
Glass,RT,AT,2019,81.1
Glass,RT,AT,2020,81.6
Glass,RT,BE,2009,100.0
Glass,RT,BE,2010,100.0
Glass,RT,BE,2011,100.0
Glass,RT,BE,2012,100.0
Glass,RT,BE,2013,100.0
Glass,RT,BE,2014,100.0
Glass,RT,BE,2015,100.0
Glass,RT,BE,2016,100.0
Glass,RT,BE,2017,100.0
Glass,RT,BE,2018,100.0
Glass,RT,BE,2019,100.0
Glass,RT,BE,2020,96.9
Glass,RT,BG,2009,39.7
Glass,RT,BG,2010,51.2
Glass,RT,BG,2011,59.5
Glass,RT,BG,2012,60.5
Glass,RT,BG,2013,61.2
Glass,RT,BG,2014,63.2
Glass,RT,BG,2015,62.9
Glass,RT,BG,2016,69.8
Glass,RT,BG,2017,64.0
Glass,RT,BG,2018,77.6
Glass,RT,BG,2019,61.7
Glass,RT,CY,2009,19.9
Glass,RT,CY,2010,25.2
Glass,RT,CY,2011,33.8
Glass,RT,CY,2012,32.4
Glass,RT,CY,2013,32.1
Glass,RT,CY,2014,32.2
Glass,RT,CY,2015,33.2
Glass,RT,CY,2016,39.4
Glass,RT,CY,2017,42.4
Glass,RT,CY,2018,46.3
Glass,RT,CY,2019,45.3
Glass,RT,CY,2020,34.8
Glass,RT,CZ,2009,71.2
Glass,RT,CZ,2010,73.1
Glass,RT,CZ,2011,74.4
Glass,RT,CZ,2012,81.1
Glass,RT,CZ,2013,75.0
Glass,RT,CZ,2014,71.6
Glass,RT,CZ,2015,72.6
Glass,RT,CZ,2016,72.8
Glass,RT,CZ,2017,72.3
Glass,RT,CZ,2018,74.8
Glass,RT,CZ,2019,76.4
Glass,RT,CZ,2020,83.6
Glass,RT,DE,2009,82.5
Glass,RT,DE,2010,86.1
Glass,RT,DE,2011,88.4
Glass,RT,DE,2012,84.7
Glass,RT,DE,2013,88.7
Glass,RT,DE,2014,89.0
Glass,RT,DE,2015,85.2
Glass,RT,DE,2016,85.5
Glass,RT,DE,2017,84.4
Glass,RT,DE,2018,83.0
Glass,RT,DE,2019,78.0
Glass,RT,DE,2020,79.7
Glass,RT,DK,2009,174.2
Glass,RT,DK,2010,174.2
Glass,RT,DK,2011,85.9
Glass,RT,DK,2012,93.6
Glass,RT,DK,2013,93.0
Glass,RT,DK,2014,83.6
Glass,RT,DK,2015,79.5
Glass,RT,DK,2016,85.0
Glass,RT,DK,2017,94.9
Glass,RT,DK,2018,82.4
Glass,RT,DK,2019,71.1
Glass,RT,DK,2020,84.3
Glass,RT,EE,2009,89.9
Glass,RT,EE,2010,43.4
Glass,RT,EE,2011,65.4
Glass,RT,EE,2012,70.7
Glass,RT,EE,2013,71.5
Glass,RT,EE,2014,72.8
Glass,RT,EE,2015,62.1
Glass,RT,EE,2016,63.4
Glass,RT,EE,2017,61.0
Glass,RT,EE,2018,65.4
Glass,RT,EE,2019,105.0
Glass,RT,EE,2020,77.8
Glass,RT,EL,2009,15.2
Glass,RT,EL,2010,21.4
Glass,RT,EL,2011,36.9
Glass,RT,EL,2012,54.7
Glass,RT,EL,2013,28.0
Glass,RT,EL,2014,21.5
Glass,RT,EL,2015,29.4
Glass,RT,EL,2016,36.9
Glass,RT,EL,2017,36.0
Glass,RT,EL,2018,32.9
Glass,RT,EL,2019,29.9
Glass,RT,ES,2009,56.5
Glass,RT,ES,2010,59.8
Glass,RT,ES,2011,64.4
Glass,RT,ES,2012,64.2
Glass,RT,ES,2013,67.4
Glass,RT,ES,2014,69.7
Glass,RT,ES,2015,70.4
Glass,RT,ES,2016,71.8
Glass,RT,ES,2017,72.2
Glass,RT,ES,2018,76.8
Glass,RT,ES,2019,79.8
Glass,RT,ES,2020,72.5
Glass,RT,EU27_2020,2009,68.8
Glass,RT,EU27_2020,2010,71.2
Glass,RT,EU27_2020,2011,72.3
Glass,RT,EU27_2020,2012,73.1
Glass,RT,EU27_2020,2013,73.4
Glass,RT,EU27_2020,2014,75.3
Glass,RT,EU27_2020,2015,74.2
Glass,RT,EU27_2020,2016,75.3
Glass,RT,EU27_2020,2017,75.8
Glass,RT,EU27_2020,2018,75.8
Glass,RT,EU27_2020,2019,75.6
Glass,RT,EU27_2020,2020,75.9
Glass,RT,FI,2009,45.1
Glass,RT,FI,2010,61.3
Glass,RT,FI,2011,87.9
Glass,RT,FI,2012,77.6
Glass,RT,FI,2013,76.8
Glass,RT,FI,2014,81.4
Glass,RT,FI,2015,78.4
Glass,RT,FI,2016,89.8
Glass,RT,FI,2017,91.8
Glass,RT,FI,2018,99.3
Glass,RT,FI,2019,97.4
Glass,RT,FI,2020,97.3
Glass,RT,FR,2009,68.1
Glass,RT,FR,2010,69.8
Glass,RT,FR,2011,70.7
Glass,RT,FR,2012,73.5
Glass,RT,FR,2013,73.9
Glass,RT,FR,2014,74.6
Glass,RT,FR,2015,74.8
Glass,RT,FR,2016,76.1
Glass,RT,FR,2017,77.9
Glass,RT,FR,2018,76.2
Glass,RT,FR,2019,77.1
Glass,RT,FR,2020,78.7
Glass,RT,HR,2012,62.8
Glass,RT,HR,2013,65.4
Glass,RT,HR,2014,63.5
Glass,RT,HR,2015,65.2
Glass,RT,HR,2016,56.4
Glass,RT,HR,2017,57.0
Glass,RT,HR,2018,60.5
Glass,RT,HR,2019,51.3
Glass,RT,HR,2020,54.2
Glass,RT,HU,2009,24.4
Glass,RT,HU,2010,35.4
Glass,RT,HU,2011,41.2
Glass,RT,HU,2012,34.2
Glass,RT,HU,2013,32.4
Glass,RT,HU,2014,36.3
Glass,RT,HU,2015,50.5
Glass,RT,HU,2016,34.6
Glass,RT,HU,2017,34.2
Glass,RT,HU,2018,35.3
Glass,RT,HU,2019,29.3
Glass,RT,HU,2020,37.8
Glass,RT,IE,2009,75.8
Glass,RT,IE,2010,77.8
Glass,RT,IE,2011,81.2
Glass,RT,IE,2012,85.5
Glass,RT,IE,2013,80.0
Glass,RT,IE,2014,86.8
Glass,RT,IE,2015,87.6
Glass,RT,IE,2016,86.3
Glass,RT,IE,2017,84.2
Glass,RT,IE,2018,82.2
Glass,RT,IE,2019,83.7
Glass,RT,IE,2020,84.2
Glass,RT,IS,2010,0.0
Glass,RT,IS,2011,0.0
Glass,RT,IS,2012,0.0
Glass,RT,IS,2013,0.0
Glass,RT,IS,2014,0.0
Glass,RT,IS,2015,0.3
Glass,RT,IS,2016,0.0
Glass,RT,IS,2017,0.0
Glass,RT,IS,2018,0.0
Glass,RT,IS,2019,0.0
Glass,RT,IS,2020,0.0
Glass,RT,IT,2009,66.0
Glass,RT,IT,2010,68.3
Glass,RT,IT,2011,69.2
Glass,RT,IT,2012,70.9
Glass,RT,IT,2013,70.8
Glass,RT,IT,2014,70.3
Glass,RT,IT,2015,70.9
Glass,RT,IT,2016,70.8
Glass,RT,IT,2017,72.8
Glass,RT,IT,2018,73.4
Glass,RT,IT,2019,77.3
Glass,RT,IT,2020,78.6
Glass,RT,LI,2009,63.4
Glass,RT,LI,2010,62.1
Glass,RT,LI,2011,64.1
Glass,RT,LI,2012,64.1
Glass,RT,LI,2013,60.8
Glass,RT,LI,2014,65.1
Glass,RT,LI,2015,72.9
Glass,RT,LI,2016,70.1
Glass,RT,LI,2017,73.2
Glass,RT,LI,2018,75.5
Glass,RT,LI,2019,72.4
Glass,RT,LI,2020,79.9
Glass,RT,LT,2009,76.1
Glass,RT,LT,2010,66.9
Glass,RT,LT,2011,74.1
Glass,RT,LT,2012,72.2
Glass,RT,LT,2013,54.8
Glass,RT,LT,2014,60.5
Glass,RT,LT,2015,74.3
Glass,RT,LT,2016,71.0
Glass,RT,LT,2017,45.6
Glass,RT,LT,2018,58.2
Glass,RT,LT,2019,57.3
Glass,RT,LT,2020,63.4
Glass,RT,LU,2009,92.5
Glass,RT,LU,2010,93.8
Glass,RT,LU,2011,94.4
Glass,RT,LU,2012,94.6
Glass,RT,LU,2013,94.8
Glass,RT,LU,2014,94.5
Glass,RT,LU,2015,97.0
Glass,RT,LU,2016,97.5
Glass,RT,LU,2017,97.5
Glass,RT,LU,2018,98.3
Glass,RT,LU,2019,98.4
Glass,RT,LU,2020,99.0
Glass,RT,LV,2009,44.4
Glass,RT,LV,2010,47.6
Glass,RT,LV,2011,51.6
Glass,RT,LV,2012,55.1
Glass,RT,LV,2013,55.1
Glass,RT,LV,2014,60.6
Glass,RT,LV,2015,60.5
Glass,RT,LV,2016,64.0
Glass,RT,LV,2017,65.5
Glass,RT,LV,2018,68.8
Glass,RT,LV,2019,69.0
Glass,RT,LV,2020,70.1
Glass,RT,MT,2009,8.7
Glass,RT,MT,2010,5.8
Glass,RT,MT,2011,17.2
Glass,RT,MT,2012,21.3
Glass,RT,MT,2013,49.1
Glass,RT,MT,2014,31.2
Glass,RT,MT,2015,20.3
Glass,RT,MT,2016,29.5
Glass,RT,MT,2017,28.6
Glass,RT,MT,2018,41.4
Glass,RT,MT,2019,43.9
Glass,RT,MT,2020,62.5
Glass,RT,NL,2009,91.8
Glass,RT,NL,2010,91.3
Glass,RT,NL,2011,82.8
Glass,RT,NL,2012,71.3
Glass,RT,NL,2013,79.8
Glass,RT,NL,2014,80.1
Glass,RT,NL,2015,82.7
Glass,RT,NL,2016,84.4
Glass,RT,NL,2017,86.2
Glass,RT,NL,2018,85.7
Glass,RT,NL,2019,86.6
Glass,RT,NL,2020,77.1
Glass,RT,NO,2009,85.7
Glass,RT,NO,2010,91.8
Glass,RT,NO,2011,87.4
Glass,RT,NO,2012,87.6
Glass,RT,NO,2013,86.2
Glass,RT,NO,2014,87.8
Glass,RT,NO,2015,86.8
Glass,RT,NO,2016,89.4
Glass,RT,NO,2017,83.5
Glass,RT,NO,2018,89.4
Glass,RT,NO,2019,97.7
Glass,RT,NO,2020,90.4
Glass,RT,PL,2009,41.9
Glass,RT,PL,2010,45.6
Glass,RT,PL,2011,45.0
Glass,RT,PL,2012,51.2
Glass,RT,PL,2013,43.6
Glass,RT,PL,2014,60.2
Glass,RT,PL,2015,57.2
Glass,RT,PL,2016,59.6
Glass,RT,PL,2017,63.0
Glass,RT,PL,2018,61.8
Glass,RT,PL,2019,67.1
Glass,RT,PT,2009,55.3
Glass,RT,PT,2010,56.6
Glass,RT,PT,2011,59.7
Glass,RT,PT,2012,59.6
Glass,RT,PT,2013,55.7
Glass,RT,PT,2014,56.4
Glass,RT,PT,2015,55.2
Glass,RT,PT,2016,58.5
Glass,RT,PT,2017,49.0
Glass,RT,PT,2018,51.3
Glass,RT,PT,2019,56.1
Glass,RT,PT,2020,52.0
Glass,RT,RO,2009,48.2
Glass,RT,RO,2010,56.8
Glass,RT,RO,2011,60.0
Glass,RT,RO,2012,66.3
Glass,RT,RO,2013,49.2
Glass,RT,RO,2014,54.2
Glass,RT,RO,2015,41.1
Glass,RT,RO,2016,64.1
Glass,RT,RO,2017,63.0
Glass,RT,RO,2018,61.1
Glass,RT,RO,2019,42.9
Glass,RT,RO,2020,42.7
Glass,RT,SE,2009,90.4
Glass,RT,SE,2010,92.9
Glass,RT,SE,2011,91.9
Glass,RT,SE,2012,88.2
Glass,RT,SE,2013,89.0
Glass,RT,SE,2014,94.7
Glass,RT,SE,2015,93.6
Glass,RT,SE,2016,92.8
Glass,RT,SE,2017,93.0
Glass,RT,SE,2018,92.7
Glass,RT,SE,2019,93.1
Glass,RT,SE,2020,93.5
Glass,RT,SI,2009,52.4
Glass,RT,SI,2010,75.1
Glass,RT,SI,2011,82.3
Glass,RT,SI,2012,87.3
Glass,RT,SI,2013,85.9
Glass,RT,SI,2014,99.3
Glass,RT,SI,2015,98.5
Glass,RT,SI,2016,100.2
Glass,RT,SI,2017,98.5
Glass,RT,SI,2018,104.0
Glass,RT,SI,2019,99.5
Glass,RT,SI,2020,98.4
Glass,RT,SK,2009,51.6
Glass,RT,SK,2010,55.7
Glass,RT,SK,2011,63.9
Glass,RT,SK,2012,69.4
Glass,RT,SK,2013,72.9
Glass,RT,SK,2014,67.7
Glass,RT,SK,2015,66.2
Glass,RT,SK,2016,62.2
Glass,RT,SK,2017,68.7
Glass,RT,SK,2018,68.6
Glass,RT,SK,2019,69.7
Glass,RT,SK,2020,74.4
Glass,RT,UK,2009,61.7
Glass,RT,UK,2010,60.7
Glass,RT,UK,2011,63.9
Glass,RT,UK,2012,67.8
Glass,RT,UK,2013,68.3
Glass,RT,UK,2014,67.2
Glass,RT,UK,2015,65.7
Glass,RT,UK,2016,66.9
Glass,RT,UK,2017,67.6
Glass,RT,UK,2018,68.5
