waste,unit,geo,time_period,obs_value
Plastic,RT,SK,2017,52.4
Plastic,RT,SK,2018,51.4
Plastic,RT,SK,2019,52.8
Plastic,RT,SK,2020,56.3
Plastic,RT,UK,2009,24.1
Plastic,RT,UK,2010,24.1
Plastic,RT,UK,2011,24.2
Plastic,RT,UK,2012,25.2
Plastic,RT,UK,2013,31.6
Plastic,RT,UK,2014,37.9
Plastic,RT,UK,2015,39.4
Plastic,RT,UK,2016,44.9
Plastic,RT,UK,2017,46.2
Plastic,RT,UK,2018,43.8
Wooden,RT,AT,2009,21.8
Wooden,RT,AT,2010,33.7
Wooden,RT,AT,2011,21.1
Wooden,RT,AT,2012,21.5
Wooden,RT,AT,2013,20.3
Wooden,RT,AT,2014,19.9
Wooden,RT,AT,2015,18.1
Wooden,RT,AT,2016,17.7
Wooden,RT,AT,2017,19.9
Wooden,RT,AT,2018,20.6
Wooden,RT,AT,2019,20.5
Wooden,RT,AT,2020,29.6
Wooden,RT,BE,2009,56.8
Wooden,RT,BE,2010,63.3
Wooden,RT,BE,2011,63.4
Wooden,RT,BE,2012,66.1
Wooden,RT,BE,2013,59.0
Wooden,RT,BE,2014,72.2
Wooden,RT,BE,2015,74.9
Wooden,RT,BE,2016,80.9
Wooden,RT,BE,2017,83.7
Wooden,RT,BE,2018,90.6
Wooden,RT,BE,2019,80.5
Wooden,RT,BE,2020,71.6
Wooden,RT,BG,2009,45.5
Wooden,RT,BG,2010,53.8
Wooden,RT,BG,2011,41.5
Wooden,RT,BG,2012,53.1
Wooden,RT,BG,2013,58.5
Wooden,RT,BG,2014,37.8
Wooden,RT,BG,2015,32.7
Wooden,RT,BG,2016,39.0
Wooden,RT,BG,2017,31.9
Wooden,RT,BG,2018,21.3
Wooden,RT,BG,2019,31.5
Wooden,RT,CY,2009,24.6
Wooden,RT,CY,2010,8.4
Wooden,RT,CY,2011,9.8
Wooden,RT,CY,2012,6.2
Wooden,RT,CY,2013,12.0
Wooden,RT,CY,2014,11.5
Wooden,RT,CY,2015,9.2
Wooden,RT,CY,2016,10.0
Wooden,RT,CY,2017,8.5
Wooden,RT,CY,2018,9.6
Wooden,RT,CY,2019,24.0
Wooden,RT,CY,2020,20.9
Wooden,RT,CZ,2009,32.9
Wooden,RT,CZ,2010,36.3
Wooden,RT,CZ,2011,27.6
Wooden,RT,CZ,2012,25.7
Wooden,RT,CZ,2013,35.6
Wooden,RT,CZ,2014,66.1
Wooden,RT,CZ,2015,68.7
Wooden,RT,CZ,2016,63.9
Wooden,RT,CZ,2017,49.3
Wooden,RT,CZ,2018,45.0
Wooden,RT,CZ,2019,42.3
Wooden,RT,CZ,2020,34.8
Wooden,RT,DE,2009,30.8
Wooden,RT,DE,2010,27.5
Wooden,RT,DE,2011,30.1
Wooden,RT,DE,2012,30.3
Wooden,RT,DE,2013,25.5
Wooden,RT,DE,2014,26.8
Wooden,RT,DE,2015,25.8
Wooden,RT,DE,2016,26.0
Wooden,RT,DE,2017,25.8
Wooden,RT,DE,2018,25.0
Wooden,RT,DE,2019,23.6
Wooden,RT,DE,2020,32.6
Wooden,RT,DK,2009,86.1
Wooden,RT,DK,2010,86.1
Wooden,RT,DK,2011,29.5
Wooden,RT,DK,2012,40.4
Wooden,RT,DK,2013,66.4
Wooden,RT,DK,2014,52.5
Wooden,RT,DK,2015,75.9
Wooden,RT,DK,2016,87.3
Wooden,RT,DK,2017,59.4
Wooden,RT,DK,2018,45.7
Wooden,RT,DK,2019,57.4
Wooden,RT,DK,2020,90.7
Wooden,RT,EE,2009,81.0
Wooden,RT,EE,2010,63.0
Wooden,RT,EE,2011,72.4
Wooden,RT,EE,2012,59.7
Wooden,RT,EE,2013,66.3
Wooden,RT,EE,2014,62.0
Wooden,RT,EE,2015,66.1
Wooden,RT,EE,2016,32.5
Wooden,RT,EE,2017,16.4
Wooden,RT,EE,2018,20.3
Wooden,RT,EE,2019,14.7
Wooden,RT,EE,2020,39.3
Wooden,RT,EL,2009,37.3
Wooden,RT,EL,2010,50.1
Wooden,RT,EL,2011,65.9
Wooden,RT,EL,2012,41.8
Wooden,RT,EL,2013,2.5
Wooden,RT,EL,2014,17.4
Wooden,RT,EL,2015,22.0
Wooden,RT,EL,2016,21.9
Wooden,RT,EL,2017,20.4
Wooden,RT,EL,2018,24.1
Wooden,RT,EL,2019,24.5
Wooden,RT,ES,2009,56.0
Wooden,RT,ES,2010,55.7
Wooden,RT,ES,2011,53.2
Wooden,RT,ES,2012,57.9
Wooden,RT,ES,2013,64.3
Wooden,RT,ES,2014,64.3
Wooden,RT,ES,2015,65.5
Wooden,RT,ES,2016,67.1
Wooden,RT,ES,2017,67.5
Wooden,RT,ES,2018,67.0
Wooden,RT,ES,2019,66.9
Wooden,RT,ES,2020,88.0
Wooden,RT,EU27_2020,2009,33.6
Wooden,RT,EU27_2020,2010,35.3
Wooden,RT,EU27_2020,2011,36.6
Wooden,RT,EU27_2020,2012,37.5
Wooden,RT,EU27_2020,2013,35.2
Wooden,RT,EU27_2020,2014,39.3
Wooden,RT,EU27_2020,2015,41.4
Wooden,RT,EU27_2020,2016,40.7
Wooden,RT,EU27_2020,2017,41.2
Wooden,RT,EU27_2020,2018,29.3
Wooden,RT,EU27_2020,2019,31.1
Wooden,RT,EU27_2020,2020,31.9
Wooden,RT,FI,2009,20.5
Wooden,RT,FI,2010,17.8
Wooden,RT,FI,2011,17.7
Wooden,RT,FI,2012,16.9
Wooden,RT,FI,2013,15.0
Wooden,RT,FI,2014,12.8
Wooden,RT,FI,2015,12.5
Wooden,RT,FI,2016,14.4
Wooden,RT,FI,2017,14.5
Wooden,RT,FI,2018,24.4
Wooden,RT,FI,2019,27.2
Wooden,RT,FI,2020,28.1
Wooden,RT,FR,2009,12.9
Wooden,RT,FR,2010,19.1
Wooden,RT,FR,2011,25.2
Wooden,RT,FR,2012,28.6
Wooden,RT,FR,2013,28.4
Wooden,RT,FR,2014,28.2
Wooden,RT,FR,2015,31.6
Wooden,RT,FR,2016,29.1
Wooden,RT,FR,2017,30.8
Wooden,RT,FR,2018,29.0
Wooden,RT,FR,2019,35.6
Wooden,RT,FR,2020,34.5
Wooden,RT,HR,2012,0.4
Wooden,RT,HR,2013,1.9
Wooden,RT,HR,2014,0.4
Wooden,RT,HR,2015,3.1
Wooden,RT,HR,2016,3.0
Wooden,RT,HR,2017,2.9
Wooden,RT,HR,2018,3.8
Wooden,RT,HR,2019,2.9
Wooden,RT,HR,2020,4.3
Wooden,RT,HU,2009,23.4
Wooden,RT,HU,2010,34.2
Wooden,RT,HU,2011,34.7
Wooden,RT,HU,2012,18.1
Wooden,RT,HU,2013,7.5
Wooden,RT,HU,2014,18.1
Wooden,RT,HU,2015,19.9
Wooden,RT,HU,2016,20.1
Wooden,RT,HU,2017,24.1
Wooden,RT,HU,2018,23.0
Wooden,RT,HU,2019,23.3
Wooden,RT,HU,2020,28.9
Wooden,RT,IE,2009,79.1
Wooden,RT,IE,2010,83.2
Wooden,RT,IE,2011,92.8
Wooden,RT,IE,2012,82.3
Wooden,RT,IE,2013,81.6
Wooden,RT,IE,2014,84.8
Wooden,RT,IE,2015,85.4
Wooden,RT,IE,2016,75.0
Wooden,RT,IE,2017,74.3
Wooden,RT,IE,2018,64.1
Wooden,RT,IE,2019,64.9
Wooden,RT,IE,2020,57.1
Wooden,RT,IS,2010,28.8
Wooden,RT,IS,2011,61.1
Wooden,RT,IS,2012,48.1
Wooden,RT,IS,2013,62.1
Wooden,RT,IS,2014,38.5
Wooden,RT,IS,2015,60.9
Wooden,RT,IS,2016,62.5
Wooden,RT,IS,2017,22.7
Wooden,RT,IS,2018,36.3
Wooden,RT,IS,2019,16.4
Wooden,RT,IS,2020,70.8
Wooden,RT,IT,2009,57.7
Wooden,RT,IT,2010,58.7
Wooden,RT,IT,2011,55.2
Wooden,RT,IT,2012,54.2
Wooden,RT,IT,2013,55.9
Wooden,RT,IT,2014,59.0
Wooden,RT,IT,2015,60.3
Wooden,RT,IT,2016,60.0
Wooden,RT,IT,2017,60.1
Wooden,RT,IT,2018,61.9
Wooden,RT,IT,2019,62.2
Wooden,RT,IT,2020,62.0
Wooden,RT,LI,2009,0.0
Wooden,RT,LI,2010,0.0
Wooden,RT,LI,2011,0.0
Wooden,RT,LI,2012,0.0
Wooden,RT,LI,2013,0.0
Wooden,RT,LI,2014,0.0
Wooden,RT,LI,2015,0.0
Wooden,RT,LI,2016,0.0
Wooden,RT,LI,2017,0.0
Wooden,RT,LI,2018,0.0
Wooden,RT,LI,2019,0.0
Wooden,RT,LI,2020,0.0
Wooden,RT,LT,2009,39.0
Wooden,RT,LT,2010,46.4
Wooden,RT,LT,2011,47.4
Wooden,RT,LT,2012,48.8
Wooden,RT,LT,2013,20.3
Wooden,RT,LT,2014,27.2
Wooden,RT,LT,2015,24.8
Wooden,RT,LT,2016,48.3
Wooden,RT,LT,2017,32.8
Wooden,RT,LT,2018,23.8
Wooden,RT,LT,2019,26.4
Wooden,RT,LT,2020,30.1
Wooden,RT,LU,2009,14.4
Wooden,RT,LU,2010,32.1
Wooden,RT,LU,2011,34.4
Wooden,RT,LU,2012,23.4
Wooden,RT,LU,2013,51.0
Wooden,RT,LU,2014,34.2
Wooden,RT,LU,2015,39.0
Wooden,RT,LU,2016,34.9
Wooden,RT,LU,2017,25.0
Wooden,RT,LU,2018,31.6
Wooden,RT,LU,2019,28.3
Wooden,RT,LU,2020,29.7
Wooden,RT,LV,2009,22.3
Wooden,RT,LV,2010,29.9
Wooden,RT,LV,2011,35.4
Wooden,RT,LV,2012,36.7
Wooden,RT,LV,2013,36.4
Wooden,RT,LV,2014,31.8
Wooden,RT,LV,2015,35.1
Wooden,RT,LV,2016,39.9
Wooden,RT,LV,2017,38.0
Wooden,RT,LV,2018,27.3
Wooden,RT,LV,2019,52.3
Wooden,RT,LV,2020,49.2
Wooden,RT,MT,2009,2.0
Wooden,RT,MT,2010,2.7
Wooden,RT,MT,2011,0.0
Wooden,RT,MT,2012,0.8
Wooden,RT,MT,2013,1.5
Wooden,RT,MT,2014,6.6
Wooden,RT,MT,2015,3.4
Wooden,RT,MT,2016,0.0
Wooden,RT,MT,2017,0.0
Wooden,RT,MT,2018,0.0
Wooden,RT,MT,2019,0.0
Wooden,RT,MT,2020,0.0
Wooden,RT,NL,2009,37.6
Wooden,RT,NL,2010,32.5
Wooden,RT,NL,2011,30.5
Wooden,RT,NL,2012,29.3
Wooden,RT,NL,2013,21.8
Wooden,RT,NL,2014,25.1
Wooden,RT,NL,2015,48.2
Wooden,RT,NL,2016,51.5
Wooden,RT,NL,2017,72.7
Wooden,RT,NL,2018,76.6
Wooden,RT,NL,2019,70.1
Wooden,RT,NL,2020,68.1
Wooden,RT,NO,2009,10.4
Wooden,RT,NO,2010,13.6
Wooden,RT,NO,2011,8.5
Wooden,RT,NO,2012,8.2
Wooden,RT,NO,2013,8.0
Wooden,RT,NO,2014,8.2
Wooden,RT,NO,2015,8.4
Wooden,RT,NO,2016,8.5
Wooden,RT,NO,2017,14.8
Wooden,RT,NO,2018,14.8
Wooden,RT,NO,2019,14.8
Wooden,RT,NO,2020,17.7
Wooden,RT,PL,2009,23.1
Wooden,RT,PL,2010,21.0
Wooden,RT,PL,2011,27.2
Wooden,RT,PL,2012,28.5
Wooden,RT,PL,2013,21.9
Wooden,RT,PL,2014,48.6
Wooden,RT,PL,2015,50.5
Wooden,RT,PL,2016,40.8
Wooden,RT,PL,2017,32.4
Wooden,RT,PL,2018,29.1
Wooden,RT,PL,2019,27.3
Wooden,RT,PT,2009,65.3
Wooden,RT,PT,2010,66.0
Wooden,RT,PT,2011,78.0
Wooden,RT,PT,2012,69.7
Wooden,RT,PT,2013,98.5
Wooden,RT,PT,2014,131.5
Wooden,RT,PT,2015,86.5
Wooden,RT,PT,2016,103.4
Wooden,RT,PT,2017,89.9
Wooden,RT,PT,2018,76.5
Wooden,RT,PT,2019,91.1
Wooden,RT,PT,2020,88.2
Wooden,RT,RO,2009,13.2
Wooden,RT,RO,2010,18.1
Wooden,RT,RO,2011,32.5
Wooden,RT,RO,2012,41.1
Wooden,RT,RO,2013,28.9
Wooden,RT,RO,2014,26.6
Wooden,RT,RO,2015,28.8
Wooden,RT,RO,2016,27.6
Wooden,RT,RO,2017,30.0
Wooden,RT,RO,2018,28.4
Wooden,RT,RO,2019,24.8
Wooden,RT,RO,2020,16.6
Wooden,RT,SE,2009,18.6
Wooden,RT,SE,2010,167.2
Wooden,RT,SE,2011,136.1
Wooden,RT,SE,2012,79.8
Wooden,RT,SE,2013,59.9
Wooden,RT,SE,2014,22.3
Wooden,RT,SE,2015,21.5
Wooden,RT,SE,2016,30.9
Wooden,RT,SE,2017,50.4
Wooden,RT,SE,2018,34.6
Wooden,RT,SE,2019,29.8
Wooden,RT,SE,2020,10.8
Wooden,RT,SI,2009,11.0
Wooden,RT,SI,2010,15.7
Wooden,RT,SI,2011,15.6
Wooden,RT,SI,2012,33.1
Wooden,RT,SI,2013,15.1
Wooden,RT,SI,2014,25.9
Wooden,RT,SI,2015,19.3
Wooden,RT,SI,2016,23.6
Wooden,RT,SI,2017,32.2
Wooden,RT,SI,2018,25.1
Wooden,RT,SI,2019,22.2
Wooden,RT,SI,2020,37.3
Wooden,RT,SK,2009,8.7
Wooden,RT,SK,2010,8.3
Wooden,RT,SK,2011,26.3
Wooden,RT,SK,2012,36.7
Wooden,RT,SK,2013,36.4
Wooden,RT,SK,2014,37.2
Wooden,RT,SK,2015,42.1
Wooden,RT,SK,2016,55.3
Wooden,RT,SK,2017,47.2
Wooden,RT,SK,2018,53.4
Wooden,RT,SK,2019,55.7
Wooden,RT,SK,2020,61.4
Wooden,RT,UK,2009,76.9
Wooden,RT,UK,2010,75.4
Wooden,RT,UK,2011,58.7
Wooden,RT,UK,2012,51.3
Wooden,RT,UK,2013,42.3
Wooden,RT,UK,2014,31.4
Wooden,RT,UK,2015,28.6
Wooden,RT,UK,2016,31.0
Wooden,RT,UK,2017,30.8
Wooden,RT,UK,2018,35.2
Metallic,RT,AT,2009,61.4
Metallic,RT,AT,2010,60.6
Metallic,RT,AT,2011,62.1
Metallic,RT,AT,2012,61.4
Metallic,RT,AT,2013,87.5
Metallic,RT,AT,2014,87.0
Metallic,RT,AT,2015,87.2
Metallic,RT,AT,2016,88.3
Metallic,RT,AT,2017,85.6
Metallic,RT,AT,2018,84.4
Metallic,RT,AT,2019,84.7
Metallic,RT,AT,2020,66.1
Metallic,RT,BE,2009,95.4
Metallic,RT,BE,2010,94.7
Metallic,RT,BE,2011,97.4
Metallic,RT,BE,2012,97.3
Metallic,RT,BE,2013,97.0
Metallic,RT,BE,2014,98.2
Metallic,RT,BE,2015,98.1
Metallic,RT,BE,2016,98.3
Metallic,RT,BE,2017,98.5
Metallic,RT,BE,2018,98.2
Metallic,RT,BE,2019,95.0
Metallic,RT,BE,2020,96.2
Metallic,RT,BG,2009,50.5
Metallic,RT,BG,2010,51.1
Metallic,RT,BG,2011,69.9
Metallic,RT,BG,2012,75.6
Metallic,RT,BG,2013,69.8
Metallic,RT,BG,2014,67.1
Metallic,RT,BG,2015,69.2
Metallic,RT,BG,2016,59.4
Metallic,RT,BG,2017,73.4
Metallic,RT,BG,2018,80.5
Metallic,RT,BG,2019,75.9
Metallic,RT,CY,2009,98.0
Metallic,RT,CY,2010,116.7
Metallic,RT,CY,2011,88.8
Metallic,RT,CY,2012,98.7
Metallic,RT,CY,2013,70.7
Metallic,RT,CY,2014,97.4
Metallic,RT,CY,2015,72.3
Metallic,RT,CY,2016,84.1
Metallic,RT,CY,2017,119.8
Metallic,RT,CY,2018,117.5
Metallic,RT,CY,2019,129.3
Metallic,RT,CY,2020,172.5
Metallic,RT,CZ,2009,52.0
Metallic,RT,CZ,2010,64.0
Metallic,RT,CZ,2011,68.0
Metallic,RT,CZ,2012,69.2
Metallic,RT,CZ,2013,58.5
Metallic,RT,CZ,2014,65.0
Metallic,RT,CZ,2015,58.6
Metallic,RT,CZ,2016,63.4
Metallic,RT,CZ,2017,67.8
Metallic,RT,CZ,2018,67.6
Metallic,RT,CZ,2019,65.0
Metallic,RT,CZ,2020,73.2
Metallic,RT,DE,2009,91.7
Metallic,RT,DE,2010,92.7
Metallic,RT,DE,2011,92.8
Metallic,RT,DE,2012,92.3
Metallic,RT,DE,2013,93.2
Metallic,RT,DE,2014,92.5
Metallic,RT,DE,2015,91.5
Metallic,RT,DE,2016,91.6
Metallic,RT,DE,2017,91.6
Metallic,RT,DE,2018,91.7
Metallic,RT,DE,2019,70.9
Metallic,RT,DE,2020,83.4
Metallic,RT,DK,2009,76.9
Metallic,RT,DK,2010,76.9
Metallic,RT,DK,2011,58.0
Metallic,RT,DK,2012,51.8
Metallic,RT,DK,2013,57.0
Metallic,RT,DK,2014,71.3
Metallic,RT,DK,2015,71.9
Metallic,RT,DK,2016,87.7
Metallic,RT,DK,2017,73.2
Metallic,RT,DK,2018,80.0
Metallic,RT,DK,2019,61.3
Metallic,RT,DK,2020,70.0
Metallic,RT,EE,2009,36.1
Metallic,RT,EE,2010,60.9
Metallic,RT,EE,2011,62.9
Metallic,RT,EE,2012,65.3
Metallic,RT,EE,2013,58.4
Metallic,RT,EE,2014,78.0
Metallic,RT,EE,2015,68.4
Metallic,RT,EE,2016,66.1
Metallic,RT,EE,2017,67.7
Metallic,RT,EE,2018,81.7
Metallic,RT,EE,2019,102.1
Metallic,RT,EE,2020,99.5
Metallic,RT,EL,2009,48.2
Metallic,RT,EL,2010,41.9
Metallic,RT,EL,2011,44.1
Metallic,RT,EL,2012,38.2
Metallic,RT,EL,2013,48.2
Metallic,RT,EL,2014,58.8
Metallic,RT,EL,2015,57.4
Metallic,RT,EL,2016,61.7
Metallic,RT,EL,2017,70.5
Metallic,RT,EL,2018,71.7
Metallic,RT,EL,2019,78.4
Metallic,RT,ES,2009,70.6
Metallic,RT,ES,2010,70.7
Metallic,RT,ES,2011,75.2
Metallic,RT,ES,2012,78.0
Metallic,RT,ES,2013,80.9
Metallic,RT,ES,2014,81.1
Metallic,RT,ES,2015,79.9
Metallic,RT,ES,2016,82.6
Metallic,RT,ES,2017,85.1
Metallic,RT,ES,2018,84.0
Metallic,RT,ES,2019,84.0
Metallic,RT,ES,2020,83.5
Metallic,RT,EU27_2020,2009,72.6
Metallic,RT,EU27_2020,2010,74.6
Metallic,RT,EU27_2020,2011,75.7
Metallic,RT,EU27_2020,2012,76.6
Metallic,RT,EU27_2020,2013,77.8
Metallic,RT,EU27_2020,2014,78.5
Metallic,RT,EU27_2020,2015,79.3
Metallic,RT,EU27_2020,2016,80.2
Metallic,RT,EU27_2020,2017,80.6
Metallic,RT,EU27_2020,2018,82.9
Metallic,RT,EU27_2020,2019,77.5
Metallic,RT,EU27_2020,2020,75.7
Metallic,RT,FI,2009,84.3
Metallic,RT,FI,2010,78.0
Metallic,RT,FI,2011,79.9
Metallic,RT,FI,2012,85.3
Metallic,RT,FI,2013,81.8
Metallic,RT,FI,2014,82.3
Metallic,RT,FI,2015,83.5
Metallic,RT,FI,2016,84.9
Metallic,RT,FI,2017,87.8
Metallic,RT,FI,2018,90.0
Metallic,RT,FI,2019,85.1
Metallic,RT,FI,2020,87.2
Metallic,RT,FR,2009,64.3
Metallic,RT,FR,2010,74.8
Metallic,RT,FR,2011,73.6
Metallic,RT,FR,2012,73.9
Metallic,RT,FR,2013,75.8
Metallic,RT,FR,2014,71.9
Metallic,RT,FR,2015,77.2
Metallic,RT,FR,2016,80.4
Metallic,RT,FR,2017,84.9
Metallic,RT,FR,2018,87.1
Metallic,RT,FR,2019,83.4
Metallic,RT,FR,2020,57.9
Metallic,RT,HR,2012,12.5
Metallic,RT,HR,2013,12.2
Metallic,RT,HR,2014,11.6
Metallic,RT,HR,2015,13.9
Metallic,RT,HR,2016,16.4
Metallic,RT,HR,2017,16.5
Metallic,RT,HR,2018,20.5
Metallic,RT,HR,2019,18.7
Metallic,RT,HR,2020,17.5
Metallic,RT,HU,2009,68.7
Metallic,RT,HU,2010,75.7
Metallic,RT,HU,2011,83.5
Metallic,RT,HU,2012,80.8
Metallic,RT,HU,2013,94.6
Metallic,RT,HU,2014,83.5
Metallic,RT,HU,2015,79.7
Metallic,RT,HU,2016,71.8
Metallic,RT,HU,2017,70.4
Metallic,RT,HU,2018,71.2
Metallic,RT,HU,2019,69.1
Metallic,RT,HU,2020,71.4
Metallic,RT,IE,2009,56.6
Metallic,RT,IE,2010,59.5
Metallic,RT,IE,2011,66.6
Metallic,RT,IE,2012,75.8
Metallic,RT,IE,2013,79.1
Metallic,RT,IE,2014,80.5
Metallic,RT,IE,2015,74.6
Metallic,RT,IE,2016,70.1
Metallic,RT,IE,2017,72.0
Metallic,RT,IE,2018,64.1
Metallic,RT,IE,2019,69.0
Metallic,RT,IE,2020,70.8
Metallic,RT,IS,2010,32.4
Metallic,RT,IS,2011,29.0
Metallic,RT,IS,2012,100.0
Metallic,RT,IS,2013,67.0
Metallic,RT,IS,2014,79.4
Metallic,RT,IS,2015,76.4
Metallic,RT,IS,2016,75.5
Metallic,RT,IS,2017,63.7
Metallic,RT,IS,2018,65.6
Metallic,RT,IS,2019,63.8
Metallic,RT,IS,2020,76.0
Metallic,RT,IT,2009,74.6
Metallic,RT,IT,2010,71.3
Metallic,RT,IT,2011,71.0
Metallic,RT,IT,2012,73.6
Metallic,RT,IT,2013,74.5
Metallic,RT,IT,2014,72.7
Metallic,RT,IT,2015,73.0
Metallic,RT,IT,2016,75.6
Metallic,RT,IT,2017,72.0
Metallic,RT,IT,2018,77.6
Metallic,RT,IT,2019,79.2
Metallic,RT,IT,2020,76.3
Metallic,RT,LI,2009,100.0
Metallic,RT,LI,2010,100.0
Metallic,RT,LI,2011,100.0
Metallic,RT,LI,2012,100.0
Metallic,RT,LI,2013,100.0
Metallic,RT,LI,2014,100.0
Metallic,RT,LI,2015,100.0
Metallic,RT,LI,2016,100.0
Metallic,RT,LI,2017,100.0
Metallic,RT,LI,2018,100.0
Metallic,RT,LI,2019,100.0
Metallic,RT,LI,2020,100.0
Metallic,RT,LT,2009,62.9
Metallic,RT,LT,2010,69.1
Metallic,RT,LT,2011,68.4
Metallic,RT,LT,2012,67.2
Metallic,RT,LT,2013,65.6
Metallic,RT,LT,2014,66.6
Metallic,RT,LT,2015,74.9
Metallic,RT,LT,2016,77.3
Metallic,RT,LT,2017,78.3
Metallic,RT,LT,2018,72.9
Metallic,RT,LT,2019,77.5
Metallic,RT,LT,2020,72.4
Metallic,RT,LU,2009,84.2
Metallic,RT,LU,2010,79.4
Metallic,RT,LU,2011,82.4
Metallic,RT,LU,2012,82.4
Metallic,RT,LU,2013,83.6
Metallic,RT,LU,2014,84.8
Metallic,RT,LU,2015,91.5
Metallic,RT,LU,2016,92.9
Metallic,RT,LU,2017,92.4
Metallic,RT,LU,2018,92.9
Metallic,RT,LU,2019,93.8
Metallic,RT,LU,2020,83.2
Metallic,RT,LV,2009,51.7
Metallic,RT,LV,2010,74.6
Metallic,RT,LV,2011,74.3
Metallic,RT,LV,2012,57.8
Metallic,RT,LV,2013,56.6
Metallic,RT,LV,2014,51.8
Metallic,RT,LV,2015,51.0
Metallic,RT,LV,2016,59.8
Metallic,RT,LV,2017,59.0
Metallic,RT,LV,2018,71.3
Metallic,RT,LV,2019,72.0
Metallic,RT,LV,2020,81.3
Metallic,RT,MT,2009,58.9
Metallic,RT,MT,2010,33.4
Metallic,RT,MT,2011,30.2
Metallic,RT,MT,2012,41.5
Metallic,RT,MT,2013,34.3
Metallic,RT,MT,2014,39.1
Metallic,RT,MT,2015,25.1
Metallic,RT,MT,2016,30.1
Metallic,RT,MT,2017,42.3
Metallic,RT,MT,2018,68.2
Metallic,RT,MT,2019,19.6
Metallic,RT,MT,2020,57.2
Metallic,RT,NL,2009,86.6
Metallic,RT,NL,2010,88.2
Metallic,RT,NL,2011,91.2
Metallic,RT,NL,2012,90.7
Metallic,RT,NL,2013,93.1
Metallic,RT,NL,2014,93.5
Metallic,RT,NL,2015,94.6
Metallic,RT,NL,2016,95.2
Metallic,RT,NL,2017,94.9
Metallic,RT,NL,2018,94.8
Metallic,RT,NL,2019,95.6
Metallic,RT,NL,2020,87.5
Metallic,RT,NO,2009,75.6
Metallic,RT,NO,2010,77.5
Metallic,RT,NO,2011,78.9
Metallic,RT,NO,2012,79.4
Metallic,RT,NO,2013,69.9
Metallic,RT,NO,2014,77.8
Metallic,RT,NO,2015,81.8
Metallic,RT,NO,2016,83.5
Metallic,RT,NO,2017,89.5
Metallic,RT,NO,2018,91.5
Metallic,RT,NO,2019,88.3
Metallic,RT,NO,2020,93.9
Metallic,RT,PL,2009,43.1
Metallic,RT,PL,2010,45.9
Metallic,RT,PL,2011,45.1
Metallic,RT,PL,2012,46.9
Metallic,RT,PL,2013,34.5
Metallic,RT,PL,2014,52.9
Metallic,RT,PL,2015,62.0
Metallic,RT,PL,2016,59.4
Metallic,RT,PL,2017,62.6
Metallic,RT,PL,2018,75.5
Metallic,RT,PL,2019,84.2
Metallic,RT,PT,2009,64.4
Metallic,RT,PT,2010,72.0
Metallic,RT,PT,2011,71.0
Metallic,RT,PT,2012,72.3
Metallic,RT,PT,2013,75.7
Metallic,RT,PT,2014,58.3
Metallic,RT,PT,2015,63.6
Metallic,RT,PT,2016,42.9
Metallic,RT,PT,2017,43.6
Metallic,RT,PT,2018,42.5
Metallic,RT,PT,2019,45.8
Metallic,RT,PT,2020,46.3
Metallic,RT,RO,2009,56.4
Metallic,RT,RO,2010,65.7
Metallic,RT,RO,2011,62.3
Metallic,RT,RO,2012,55.5
Metallic,RT,RO,2013,52.8
Metallic,RT,RO,2014,64.2
Metallic,RT,RO,2015,64.1
Metallic,RT,RO,2016,62.1
Metallic,RT,RO,2017,60.4
Metallic,RT,RO,2018,58.7
Metallic,RT,RO,2019,49.6
Metallic,RT,RO,2020,51.1
Metallic,RT,SE,2009,77.7
Metallic,RT,SE,2010,75.7
Metallic,RT,SE,2011,75.4
Metallic,RT,SE,2012,74.4
Metallic,RT,SE,2013,77.4
Metallic,RT,SE,2014,76.5
Metallic,RT,SE,2015,77.7
Metallic,RT,SE,2016,81.5
Metallic,RT,SE,2017,84.5
Metallic,RT,SE,2018,82.8
Metallic,RT,SE,2019,81.0
Metallic,RT,SE,2020,83.7
Metallic,RT,SI,2009,26.9
Metallic,RT,SI,2010,32.9
Metallic,RT,SI,2011,40.4
Metallic,RT,SI,2012,41.6
Metallic,RT,SI,2013,58.4
Metallic,RT,SI,2014,50.8
Metallic,RT,SI,2015,62.8
Metallic,RT,SI,2016,71.2
Metallic,RT,SI,2017,71.1
Metallic,RT,SI,2018,64.3
Metallic,RT,SI,2019,68.2
Metallic,RT,SI,2020,59.2
Metallic,RT,SK,2009,61.3
Metallic,RT,SK,2010,40.6
Metallic,RT,SK,2011,58.4
Metallic,RT,SK,2012,67.8
Metallic,RT,SK,2013,68.9
Metallic,RT,SK,2014,70.8
Metallic,RT,SK,2015,73.5
Metallic,RT,SK,2016,80.4
Metallic,RT,SK,2017,86.1
Metallic,RT,SK,2018,75.4
Metallic,RT,SK,2019,72.4
Metallic,RT,SK,2020,71.1
Metallic,RT,UK,2009,54.9
Metallic,RT,UK,2010,55.9
Metallic,RT,UK,2011,55.3
Metallic,RT,UK,2012,52.1
Metallic,RT,UK,2013,57.4
Metallic,RT,UK,2014,58.2
Metallic,RT,UK,2015,59.8
Metallic,RT,UK,2016,68.7
Metallic,RT,UK,2017,71.1
Metallic,RT,UK,2018,65.2
Glass,RT,AT,2009,84.8
Glass,RT,AT,2010,83.0
Glass,RT,AT,2011,82.8
Glass,RT,AT,2012,82.9
Glass,RT,AT,2013,84.8
Glass,RT,AT,2014,84.5
